title;id;price;sale price;availability;image link;additional image link;all clicks;brand;color;cost of goods sold;custom label 0;custom label 1;custom label 2;custom label 3;custom label 4;description;google product category;gtin;identifier exists;link;material;mpn;product height;product highlight;product length;product type;product weight;product width
"60"" Industrial Ceiling Fan, Outdoor Rated, 4 Speed, 8000 CFM, White, Global Industrial";292677;179.95 USD;161.95 USD;in stock;https://images.globalindustrial.com/images/275x275/292677.jpg;https://images.globalindustrial.com/images/500x500/292677.jpg,https://images.globalindustrial.com/images/500x500/292677_01.jpg,https://images.globalindustrial.com/images/500x500/292677_02.jpg,https://images.globalindustrial.com/images/500x500/292677_03.jpg,https://images.globalindustrial.com/images/500x500/292677_04.jpg,https://images.globalindustrial.com/images/500x500/292677_05.jpg;910;Global Industrial;White;;in stock;Boost;1000+;[HVAC & Fans] {3};[Exclusive Brands];"&checkmark; Moves up to 8,000 CFM of air  &checkmark; 4 selectable speeds with hardwired wall control  &checkmark; Reversible for year-round use in hot or cold conditions    Designed to move large amounts of air outdoors, the Global Industrial 60"" Outdoor-Rated Industrial Ceiling Fan is powered by a 1/8 HP, 120V, 4-speed AC motor and moves up to 8,000 CFM of air at maximum of 300 RPM. Designed for outdoor use, this fan is ideal for animal enclosures or pens, greenhouses, factories, and any environments that require air circulation. The fan direction can be changed to circulate air up or down, depending on the temperature and condition to maintain a comfortable environment. Included with the fan is a speed control panel that is hardwired to the unit and mounted on a wall. UL, cUL Listed and passed UL/cUL water spray & corrosion testing. Limited 1-Year Warranty.  For maximum airflow effectiveness, it is suggested to mount the fan at least 10' and not more than 25' above the ground.    Operates at a comfortable 70 dB Pre-wired 120V AC, 3-prong grounded plug Steel housing with 3 aluminum fan blades Reverse switch located on the fan housing Includes all mounting hardware & 12"" downrod";Business & Industrial;707022340038;yes;https://www.globalindustrial.com/p/industrial-indoor-outdoor-ceiling-fan-60-with-4-speed-control-120v-8-000-cfm;;292677;;"Moves up to 8,000 CFM of air,4 selectable speeds with hardwired wall control,Reversible for year-round use in hot or cold conditions,""Certifications-UL, cUL Listed""";;Fans & Blowers > Ceiling Fans > Industrial Ceiling Fans > HVAC & Fans;;
Interion 5 Drawer Blueprint Flat File Cabinet, 40-3/4W, Gray - File Cabinets;506825GY;589.00 USD;;in stock;https://images.globalindustrial.com/images/275x275/506825GY_55.jpg;https://images.globalindustrial.com/images/500x500/506825GY_43.jpg,https://images.globalindustrial.com/images/500x500/506825GY_38.jpg,https://images.globalindustrial.com/images/500x500/506825GY_41.jpg,https://images.globalindustrial.com/images/500x500/506825GY_47.jpg,https://images.globalindustrial.com/images/500x500/506825GY_30.jpg,https://images.globalindustrial.com/images/500x500/506825_48.jpg,https://images.globalindustrial.com/images/500x500/506825_45.jpg,https://images.globalindustrial.com/images/500x500/506825_46.jpg;896;Interion By Global Industrial;Gray;;in stock;Boost;1000+;[Storage & Shelving] {3};Standard;"Interion Blueprint / Flat File Cabinet  5 Drawer - 41""W  Gray   This blueprint 5-drawer flat file storage cabinet from Interion By Global Industrial keeps valuable documents stacked perfectly flat and curl-free with hinged paper depressors and rear drawer hood. Blueprint / Flat File Drawer fronts have double panel construction with chrome-plated drawer pulls and convenient label holders. Sturdy steel construction with internal channel reinforcements permits blueprint flat file stacking. Blueprint Flat File Cabinet Drawers slide smoothly on easy-glide ball bearing rollers and precision drawer runners. Chip and scratch resistant furniture grade finish. Durable gray powder coat finish. Optional Flat File Cabinet Closed Base raises unit 4"" off the floor. Inner Size of Drawer: 37""W x 30""D x 2""H.";Business & Industrial > Industrial Storage > Industrial Cabinets;707022081733;yes;https://www.globalindustrial.com/p/paramount-5-drawer-deluxe-flat-file-gray-2;Steel;506825GY;16 in;;;Cabinets > File Cabinets > Blueprint Cabinets > Storage & Shelving;;40.75 in
SpeedPress 152DP 4' x 8' Rhino Self Healing Cutting Mat W/ Direct Printed Grid;B621958;185.95 USD;;in stock;https://images.globalindustrial.com/images/275x275/CC_152DP.jpg;;893;SpeedPress;;;in stock;Boost;0;[Tools & Instruments] {3};Standard;"SpeedPress 4' x 8' Rhino Cutting Mat Direct Print  Trimming digital prints and sheet goods has never been easier The super size, self-healing mat is perfect for your production tables. Now you can cut razor straight on this thick, seamless mat. Available with alignment grid sheets, this translucent, non-glare mat looks great while it functions effortlessly. Make a cut, then another cut a hair away, mat doesn't gouge so every cut is flawlessly straight.  Mat length and width +/-1/4""";Business & Industrial;707022317016;yes;https://www.globalindustrial.com/p/speedpress-4-8-rhino-cutting-mat-direct-print;;152DP;;;;Hand Tools > Saws & Cutting Tools > Self Healing Cutting Mats > Tools & Instruments;;96 in
"L-Shaped Workbench, 72 x 78"", Adjustable Height, Shop Top Square Edge Global Industrial";493732GY;599.00 USD;;in stock;https://images.globalindustrial.com/images/275x275/493732GY.jpg;https://images.globalindustrial.com/images/500x500/493732GY.jpg,https://images.globalindustrial.com/images/500x500/493732GY_01.jpg;892;Global Industrial;Gray;;in stock;Boost;0;Fixed Freight;Standard;"&checkmark; Assembles in a left or right-hand configuration   &checkmark; Table holds up to 1,000 lbs.   &checkmark; Bottom shelf is 14"" deep and acts as additional storage space    Create more space for DIY projects and tasks with the Global Industrial L-Shaped Adjustable Height Workbench. This workbench adjusts from 30-11/16"" - 36-13/16"" in height in 1.5"" increments, making it easier for users to perform tasks while sitting or standing. Durable steel construction legs ensure years of service and feature removable duplex knockouts on the front and rear for installation of either a hard-wired electrical outlet or an optional plug-in outlet (not included). The 1-1/2"" shop top bench top provides a smooth, extra-strong, non-conductive worksurface. This workbench can also be secured to the ground using its floor mounting holes for added stability. Assembly required. 1-Year Limited Warranty.";Hardware > Hardware Accessories > Tool Storage & Organization > Work Benches;;yes;https://www.globalindustrial.com/p/l-shaped-adjustable-height-workbench-shop-top-square-edge-72-in-w-x-78-in-d;Steel;493732GY;;"Table holds up to 1,000 lbs.,Assembles in a left or right-hand configuration,""Bottom shelf is 14"""" deep and acts as additional storage space""";;Workbenches > Open Base Workbenches > Stationary Open Base Workbenches > Standard Duty Stationary Workbenches > Workbenches & Shop Desks;;72 in
"Plastic Attached Lid Shipping & Storage Tote, 21-7/8""x15-1/4""x12-7/8"", Gray Global Industrial - Storage Totes";257809;18.25 USD;;in stock;https://images.globalindustrial.com/images/275x275/257809.jpg;https://images.globalindustrial.com/images/500x500/257809.jpg,https://images.globalindustrial.com/images/500x500/257809_01.jpg,https://images.globalindustrial.com/images/500x500/257809_02.jpg,https://images.globalindustrial.com/images/500x500/257809_03.jpg,https://images.globalindustrial.com/images/500x500/257809_04.jpg,https://images.globalindustrial.com/images/500x500/257809_05.jpg,https://images.globalindustrial.com/images/500x500/257809_06.jpg,https://images.globalindustrial.com/images/500x500/257809_07.jpg;887;Global Industrial;Gray;;in stock;Boost;1000+;[Storage & Shelving] {2};[Exclusive Brands];"&checkmark; 1.7 ft3 capacity, weighing up to 50 lbs   &checkmark; FDA-approved high-grade/high-density polyethylene plastic    &checkmark; Stackable when full & nestable empty to save space      The gray Global Industrial Plastic Shipping Storage Tote with Attached Lid is an ideal choice for the distribution industry. Manufactured from high-grade/high-density polyethylene plastic, this storage container is made to ship, store, & distribute goods and products in trucks, trailers, containers, & more. The attached lids fold flat against the sides to enable empty containers to nest inside each other when not in use, helping to reduce return shipping costs and take up less space when not being used. Molded handles have an integral hasp to accept cable ties for security. FDA-approved.      50-pound weight capacity  18"" x 12-3/16"" x 11"" interior measurements  Raised-lip edges allow secure stacking  Interlocking fingers on lid halves allow the bin to close securely  Reinforced lid, interior sides, and base  Stack up to 5 high with a 250-pound stacked weight capacity";Business & Industrial > Industrial Storage > Shipping Containers;707022110631;yes;https://www.globalindustrial.com/p/distribution-container-with-hinged-lid-21-1-2x15-1-4x12-1-2;Plastic;257809;12.875 in;"Stackable when full & nestable empty to save space,FDA-approved high-grade/high-density polyethylene plastic,""capacity, weighing up to 50 lbs"",Certifications-FDA";21.875 in;Bins, Totes, & Containers > Storage Totes > Storage Totes with Lids > Storage & Shelving;;15.25 in
Global Industrial Ergonomic HEPA Backpack Vacuum, 2-1/2 Gallon Capacity - Industrial Vacuums At Global Industrial;641754;299.95 USD;;in stock;https://images.globalindustrial.com/images/275x275/641754.jpg;https://images.globalindustrial.com/images/500x500/641754.jpg,https://images.globalindustrial.com/images/500x500/641754_01.jpg,https://images.globalindustrial.com/images/500x500/641754_02.jpg,https://images.globalindustrial.com/images/500x500/641754_03.jpg,https://images.globalindustrial.com/images/500x500/641754_04.jpg,https://images.globalindustrial.com/images/500x500/641754_05.jpg,https://images.globalindustrial.com/images/500x500/641754_06.jpg,https://images.globalindustrial.com/images/500x500/641754_07.jpg;865;Global Industrial;Blue;;in stock;Boost;3;;[Exclusive Brands];"&checkmark; Ergonomic harness is adjustable for added operator comfort. &checkmark; Detachable cord allows for easy maneuvering. &checkmark; Includes a power cable ""stress relief"" clamp.    Simplify your cleanup process with the Global Industrial Ergonomic HEPA Backpack Vacuum. This vacuum is powerful, innovative, and quiet and its unique design allows for constant air flow even when the bag is filled. The exhaust is directed away from the operator while in use and is equipped with a built-in heat sensor. Weighing only 13 lbs., it features a detachable cord and crush-proof hose with dual swivel-cuffs that stretch from 3' to 7' feet. The on/off switch with power nozzle hook-up has a built-in fingertip control right on your hip, while its innovative switch box design makes changing cords easy. 1 Year Limited Warranty.     Includes a micro filter cloth bag and two HEPA filter bags.  Additional cushion provided on shoulder straps.  110"" static lift suction power with 105 CFM.  HEPA filter.  Includes metal wands.";Business & Industrial;707022468367;yes;https://www.globalindustrial.com/p/hepa-backpack-vacuum-2-1-2-gallon-cap;Plastic;641754;25.5 in;"Ergonomic harness is adjustable for added operator comfort.,Detachable cord allows for easy maneuvering.,""Includes a power cable """"stress relief"""" clamp."",""Certifications-ETL, cETL""";9.75 in;Floor Machines & Vacuums > Vacuums > Backpack Vacuums > Janitorial & Facility Maintenance;;9 in
6' Outdoor Steel Bench w/ Backrest, Expanded Metal, Blue Global Industrial;277154BL;449.95 USD;;in stock;https://images.globalindustrial.com/images/275x275/277154BL.jpg;https://images.globalindustrial.com/images/500x500/277154BL_GIITW.jpg,https://images.globalindustrial.com/images/500x500/277154BL.jpg,https://images.globalindustrial.com/images/500x500/277154BL_01.jpg,https://images.globalindustrial.com/images/500x500/277154BL_02.jpg,https://images.globalindustrial.com/images/500x500/277154BL_03.jpg,https://images.globalindustrial.com/images/500x500/277154BL_06.jpg,https://images.globalindustrial.com/images/500x500/277154BL_04.jpg,https://images.globalindustrial.com/images/500x500/277154BL_05.jpg;864;Global Industrial;Blue;;in stock;Boost;1000+;[Furniture & Decor] {3};[Exclusive Brands];"&checkmark; 1000-pound weight capacity  &checkmark; Thermoplastic coating stays cool in full sun  &checkmark; Strong, lightweight expanded metal mesh promotes air flow    The blue expanded metal Global Industrial 6' Outdoor Steel Bench with Back is a heavy-duty seating option that is ideal for schools, camps, parks, break areas, and any outdoor environment requiring seating. Its expanded metal mesh seat & back helps to reduce weight without sacrificing strength or durability while helping to prevent snow or dust accumulation and limiting moisture & standing water. The seat, back, and the tubular steel frame are covered in a smooth, glossy blue thermoplastic material that is fade- & corrosion-resistant and remains cool to the touch even in direct sun. Limited 1-Year Warranty.    Pre-drilled mounting brackets to permanently install on any surface Includes all assembly hardware 18"" seat height from ground 12"" seat depth";5044;707022030762;yes;https://www.globalindustrial.com/p/72in-metal-mesh-bench-with-back-rest-blue;Expanded Metal;277154BL;33 in;"1000-pound weight capacity,""Strong, lightweight expanded metal mesh promotes air flow"",Thermoplastic coating stays cool in full sun";72 in;Outdoor Furniture > Outdoor Seating > Benches > Metal Benches > Furniture & Decor;;24 in
"Heavy Duty Combination Storage Cabinet, 12 Gauge, 36""W x 24""D x 78""H, Gray Global Industrial - Heavy Duty Cabinets";B2682415;1275.00 USD;;in stock;https://images.globalindustrial.com/images/275x275/DUM_HDWC243678-5S95-D834.jpg;https://images.globalindustrial.com/images/500x500/DUM_HDWC243678-5S95-D834.jpg,https://images.globalindustrial.com/images/500x500/DUR_B2682415_02.jpg,https://images.globalindustrial.com/images/500x500/B2682416_04.jpg,https://images.globalindustrial.com/images/500x500/B2682416_05.jpg,https://images.globalindustrial.com/images/500x500/B2682416_06.jpg,https://images.globalindustrial.com/images/500x500/B2682416_07.jpg,https://images.globalindustrial.com/images/500x500/B2682416_08.jpg;858;Global Industrial;Gray;;in stock;Boost;1000+;[Storage & Shelving] {2};[Exclusive Brands];"&checkmark; 3-point locking handle with integrated padlock hasp  &checkmark; Includes 5 shelves and a side hang bar  &checkmark; Forklift-accessible legs for mobility    The 36"" wide, 78"" tall full-height Global Industrial Heavy-Duty Combination Storage Cabinet is designed to hold an assortment of items with a short bar to hang long items or apparel and 5 shelves, one is fixed over the hang bar and four that are adjustable. The shelves adjust at 2-1/4"" intervals and boast a 1900-pound payload capacity per shelf to store heavy parts, components, tools, and equipment of different sizes. Its two doors swing easily on 7-gauge leaf hinges that prevent twisting and sagging. A three-point cast steel locking handle with 3/8"" diameter retention rods and an integrated padlock hasp offers maximum security for valuable equipment.    It is manufactured from 12-gauge all-welded, high-strength steel for lasting durability and structural support. Two long, 6"" tall box-style legs support the cabinet and are forklift-accessible for easy mobility. The legs have pre-drilled mounting holes to secure the cabinet to floors for improve security. A textured powder coat finish provides lasting protection from corrosion, flaking, and scratches. Dimensions: 36""W x 24""D x 78""H.";Business & Industrial > Industrial Storage > Industrial Cabinets;714334073172;yes;https://www.globalindustrial.com/p/global-industrial-heavy-duty-combination-cabinet-12-gauge-36-w-x-24-d-x-78-h;Steel;B2682415;78 in;3-point locking handle with integrated padlock hasp,Includes 5 shelves and a side hang bar,Forklift-accessible legs for mobility;;Cabinets > Wardrobe & Combination Cabinets > Combination Cabinets > Storage & Shelving;;36 in
"Manual Pallet Jack Scale Truck, 5500 lb. Capacity, 27""W x 48""L Forks Global Industrial";242066;1199.00 USD;;in stock;https://images.globalindustrial.com/images/275x275/242066_02.jpg;https://images.globalindustrial.com/images/500x500/242066_21.jpg,https://images.globalindustrial.com/images/500x500/242066_22.jpg,https://images.globalindustrial.com/images/500x500/242066_15.jpg,https://images.globalindustrial.com/images/500x500/242066_16.jpg,https://images.globalindustrial.com/images/500x500/242066_14.jpg,https://images.globalindustrial.com/images/500x500/242066_02.jpg,https://images.globalindustrial.com/images/500x500/242066_06.jpg,https://images.globalindustrial.com/images/500x500/242066.jpg;858;Global Industrial;Blue;;in stock;Boost;1000+;[Carts & Trucks] {1};[Exclusive Brands];"&checkmark; 5500 lb. weight capacity  &checkmark; Integrated digital scale with LCD control panel  &checkmark; Ergonomic loop handle with lift/lower controls    Determine skid and pallet weights quickly and accurately with this Global Industrial Pallet Jack Scale Truck. Operators can use the integrated scale on the pallet jack on loading docks to estimate incoming and outbound shipments or in their warehouse to avoid overloading pallet racks. It operates as a standard pallet jack with a German-engineered piston & seals, durable powder coat finish, and ergonomic loop handle with a 3-position lever that controls the lift & lower functions.  Its patented frame-mounted sensor measures deflection caused by the load and displays weight up to 5500-pounds in 10-pound increments with +/-40-pound accuracy. This scale operates on four included AA batteries and features zero & tare functions, selectable pound or kilogram weight display, and auto shut-off after three minutes to extend battery life. Limited 1-Year Warranty.    Scale has an LCD display & keypad control for easy reading & operation 2-15/16"" lowered height; 7-11/16"" raised height 48"" long forks; measuring 27"" across forks Spring-loaded control handle returns to upright position when released 7"" non-marring polyurethane steer wheels; 2-1/4"" load rollers Tapered forks & entry rollers enable easy pallet entry Four AA batteries included";Business & Industrial > Material Handling > Lifts & Hoists > Jacks & Lift Trucks;707022015806;yes;https://www.globalindustrial.com/p/pallet-scale-truck-pallet-scale-jack-with-weight-indicator-4400-lb-capacity;Steel;242066;15.375 in;5500 lb. weight capacity,Integrated digital scale with LCD control panel,Ergonomic loop handle with lift/lower controls;48 in;Pallet Jacks & Trucks > Pallet Jack Scale Trucks > Carts & Trucks;;27 in
Portable Air Conditioner W/ Cold Air Nozzles, 1.1 Ton, 13,200 BTU, 115V Global Industrial;292660;2899.00 USD;;in stock;https://images.globalindustrial.com/images/275x275/292660.jpg;https://images.globalindustrial.com/images/500x500/292660_GIITW.jpg,https://images.globalindustrial.com/images/500x500/292660.jpg,https://images.globalindustrial.com/images/500x500/292660_01.jpg,https://images.globalindustrial.com/images/500x500/292660_02.jpg,https://images.globalindustrial.com/images/500x500/292660_03.jpg,https://images.globalindustrial.com/images/500x500/292660_04.jpg,https://images.globalindustrial.com/images/500x500/292660_05.jpg,https://images.globalindustrial.com/images/500x500/292660_06.jpg;854;Global Industrial;Gray;;in stock;Boost;1000+;Fixed Freight;[Exclusive Brands];"&checkmark; Spot cool and room cool thermostat settings   &checkmark; Provides cooling for up to 355 ft2   &checkmark; Two fan speeds with on/off timer    With this 13,200 BTU Global Industrial Portable Air Conditioner, you can provide spot cooling between 64 and 86&deg;F and 32 to 86&deg;F room cooling for up to 355 ft2 in industrial plants, server rooms, hospitals, laboratories, and where electrical equipment creates additional heat within 64 to 113&deg;F ambient temperature range. The thermostatically-protected compressor has two fan speeds to give you control of the cooling. Removable filters clean the air as it cools to improve air quality, and they are washable for easy maintenance. Two Cold Air Nozzles are included and are recommend for use with the air conditioner with replacements available separately. The housing is made of metal for durability and moves easily on four swivel casters, two locking, for optimal portability as needs change. Limited 3-Year Warranty.    Single-phase 115V AC motor  13,200 BTU, 1.1-ton cooling capacity  64 to 86&deg;F spot cooling, 32 to 86&deg;F room cooling  On/off timer, compressor time-delay, auto-restart when power is interrupted  High/low pressure warning, self-diagnostic system, anti-freezing device  Optional Warm Air Exhaust Ceiling Duct Kit is available separately  ETL & cETL listed";Business & Industrial;707022340274;yes;https://www.globalindustrial.com/p/industrial-portable-air-conditioner-1-1-ton-w-cold-air-nozzles-13-200-btu-115v;Galvanized Steel;292660;41 in;"2,Spot cool and room cool thermostat settings,Two fan speeds with on/off timer,Energy Efficiency Rating (EER)-11,""Certifications-ETL, cETL Listed""";;Air Conditioners > Commercial Portable Air Conditioners > HVAC & Fans;;20.5 in
"Industrial Duty Manual Pallet Jack, 5500 lb. Capacity, 27""W x 48""L Forks Global Industrial";334475;385.95 USD;;in stock;https://images.globalindustrial.com/images/275x275/334475.jpg;https://images.globalindustrial.com/images/500x500/334475_GIITW.jpg,https://images.globalindustrial.com/images/500x500/334475.jpg,https://images.globalindustrial.com/images/500x500/334475_01.jpg,https://images.globalindustrial.com/images/500x500/334475_02.jpg,https://images.globalindustrial.com/images/500x500/334475_03.jpg,https://images.globalindustrial.com/images/500x500/334475_04.jpg,https://images.globalindustrial.com/images/500x500/334475_05.jpg,https://images.globalindustrial.com/images/500x500/334475_06.jpg;846;Global Industrial;Yellow;;in stock;Boost;1000+;[Carts & Trucks] {1};[Exclusive Brands];"&checkmark; 5500 lb. weight capacity  &checkmark; Reinforced steel construction with powder coat finish   &checkmark; 3-function hand control: Raise, Neutral, Lower    Ideal for use in construction, manufacturing, retail, and more, the Global Industrial Industrial-Duty Pallet Jack Truck is equipped with a strong & durable reinforced steel frame and a German-engineered pump that allows users to raise and lower pallets or skids up to 5,500 lbs with ease. The total width of the truck is 27, making it ideal for larger pallets and skids while still being able to fit through most single doorways.  Its manual control for the hydraulic system & mobility improves reliability, reduces required maintenance, and eliminates the need for daily recharging. The smooth-rolling polyurethane steer and load wheels ensure floors remain unmarked and the spring-loaded, self-righting handle enhances comfort and ease-of-use. The reinforced steel forks are tapered to make entry onto pallets & skids easier and have a protective bright high-visibility yellow powder coat finish with a contrasting black finish on the handle. Limited 1-Year Warranty.     Ideal for 3 shift (24 hours) use per day 190 steering arc Tapered 6""W x 48""L forks with entry rollers  3"" load wheels & 7 steer wheels No assembly required";Business & Industrial > Material Handling > Lifts & Hoists > Jacks & Lift Trucks;707022078573;yes;https://www.globalindustrial.com/p/best-value-pallet-truck-pallet-jack-5500-lb-capacity-27-x-48;Steel;334475;;3-function hand control: Raise, Neutral, Lower,5500 lb. weight capacity,Reinforced steel construction with powder coat finish;48 in;Pallet Jacks & Trucks > Manual Pallet Jacks & Trucks > Carts & Trucks;;27 in
"16"" Portable Blower Fan, 32' Flexible Duct, 2 Speed, 2850 CFM, 1 HP, Global Industrial";292647;385.95 USD;347.95 USD;in stock;https://images.globalindustrial.com/images/275x275/292646-7_Main.jpg;https://images.globalindustrial.com/images/500x500/292646-7_01.jpg,https://images.globalindustrial.com/images/500x500/292646-7_02.jpg,https://images.globalindustrial.com/images/500x500/292646-7_03.jpg,https://images.globalindustrial.com/images/500x500/292646-7_04.jpg,https://images.globalindustrial.com/images/500x500/292646-7_05.jpg,https://images.globalindustrial.com/images/500x500/292646-7_06.jpg,https://images.globalindustrial.com/images/500x500/292646-7_07.jpg,https://images.globalindustrial.com/images/500x500/292646-7_08.jpg;820;Global Industrial;Yellow;;in stock;Boost;100;[HVAC & Fans] {3};[Exclusive Brands];"&checkmark; Efficiently moves up to 2850 CFM of air   &checkmark; Includes 32' duct to use as an exhaust fan  &checkmark; 10' long, 3-prong GFCI power cord    Efficiently vent & cool tight spaces like tanks, crawl spaces, and manholes with the 2-speed Global Industrial 16"" Confined Space Blower Fan. This model includes a 32-foot long, 2-ply fire-retardant flexible polyvinyl duct with a quick-connect coupling that converts the fan to an exhaust system. It features a 120V, single-phase, permanently-lubricated motor with seven aluminum alloy fan blades that move up to 2850 CFM of air at 83 dB. A 10-foot long GFCI-protected power cord helps guard users from electrical shock when set up in areas where the fan may come into contact with water. Its durable steel housing & blade guard have a bright, high-visibility yellow finish and a large carry handle for portability. OSHA & UL507-compliant, ETL & cETL listed. Limited 1-Year Warranty.    Two selectable speeds: 2422 & 2850 CFM 1 HP, 120V AC, single-phase motor produces 3250 RPM Seven aluminum alloy fan blades with sturdy steel wire guard  3-prong grounded GFCI power cord protects against electrical shock and fires Four rubber feet help minimize vibration & reduce noise No assembly required";Business & Industrial;707022034814;yes;https://www.globalindustrial.com/p/global-portable-ventilation-fan-16-with-32-flexible-ducting;;292647;;"Efficiently moves up to 2850 CFM of air,Includes 32' duct to use as an exhaust fan,""10' long, 3-prong GFCI power cord"",""Certifications-ETL, cETL Listed, OSHA, UL507""";;Fans & Blowers > Blowers > Confined Space Blowers > HVAC & Fans;;
Perfect Aire PTAC Unit with Electric Heat, 12000/11800 BTU Cool, 230V;B3151413;785.00 USD;;in stock;https://images.globalindustrial.com/images/275x275/RF9_4PTC12A-HE-35-1.jpg;;819;Perfect Aire;White;;in stock;Boost;1000+;;Standard;"Have multiple rooms to heat and cool This ultra-efficient packaged terminal air conditioner and electric heater from Perfect Aire gives you the power to independently bring comfort to individual rooms in your home, hotel, dorm or apartment. With a 12,000 BTU capacity, you can rest assured that spaces up to 550 square feet are covered. Customers and tenants can switch from heat to cool at the touch of a button, while smart features keep working temperatures from going too extreme, protecting the life of the unit. Power outage No worries. With memory function, things will pick up right where they left off so everybody stays in their comfort zone.  Features: &lt;ul Style=""Margin-Top:0Px; Padding-Top: 5Px; Padding-Bottom: 5Px;""> 12,000/11,8,000 BTU Packaged Terminal Air Conditioner with 3.5kW electric heater (10,900/8,900 BTU) Efficiently delivers comfort to rooms measuring approximately 450-550 sq. ft.Ideal for Active construction or retrofit requirements in commercial spacesSleek design and low-profile footprintQuiet operationEnergy efficientDigital ControlsPower Cord Type: LCDI(6-20P)EER (Energy Efficiency Rating) of 10.7Power input is 20A, 230V-60HzCompressor Restart Delay in Cool ModeAutomatic Evaporator Freeze Protection";Business & Industrial;842149000691;yes;https://www.globalindustrial.com/p/ptac-unit-with-electric-heat-1200011800-btu-cool-230v;;4PTC12A-HE-3.5;16 in;"Energy Efficiency Rating (EER)-10.7,""Certifications-AHRI, UL Listed, CEC""";;Air Conditioners > Packaged Terminal Air Conditioners > HVAC & Fans;;42 in
"Clarke MA10 12E Upright Auto Scrubber, 12"" Cleaning Width";B2178301;1544.00 USD;;in stock;https://images.globalindustrial.com/images/275x275/WBB2178299_01.jpg;https://images.globalindustrial.com/images/500x500/WBB2178299_01.jpg,https://images.globalindustrial.com/images/500x500/WBB2178299_02.jpg,https://images.globalindustrial.com/images/500x500/WBB2178299_03.jpg,https://images.globalindustrial.com/images/500x500/WBB2178299_04.jpg,https://images.globalindustrial.com/images/500x500/WBB2178299_05.jpg,https://images.globalindustrial.com/images/500x500/WBB2178299_06.jpg,https://images.globalindustrial.com/images/500x500/WBB2178299_07.jpg,https://images.globalindustrial.com/images/500x500/WBB2178299_08.jpg;816;Clarke;Blue;;in stock;Boost;R3Overall;[Janitorial] {2};Standard;The Clarke MA 10's convenient, easy to use features make it perfect for the cleaning small, high-traffic spaces quickly and effectively. The single-pass scrub and dry performance provides quick access to cleaned areas, and the comfortable, two -hand grip combined with its light weight make maneuverability and transport easy for any operator. With a more effective and efficient cleaning system that removes dirt and water rather than spreading it around like a traditional mop, you not only decrease chances for slip-and-falls, but you create a more hygienic environment. The MA10 12E enables you to dramatically increase your cleaning productivity while making daily cleaning tasks much more comfortable and enjoyable, compared to the messy mop and bucket alternative. Please Call for any additional accessories not listed below.;Business & Industrial;706155019354;yes;https://www.globalindustrial.com/p/cl-ma10-12e-12in-upright-automatic-scrubber-107408160;Plastic;107408160;45.2857 in;;15.75 in;Floor Machines & Vacuums > Scrubbers & Floor Machines > Janitorial & Facility Maintenance;;14.2 in
Portable Air Conditioner w/ Heat, 14000 BTU (8300 SACC), 115V Global Industrial;292852;799.00 USD;625.00 USD;in stock;https://images.globalindustrial.com/images/275x275/292852.jpg;https://images.globalindustrial.com/images/500x500/292852.jpg,https://images.globalindustrial.com/images/500x500/292852_01.jpg,https://images.globalindustrial.com/images/500x500/292852_02.jpg,https://images.globalindustrial.com/images/500x500/292852_03.jpg,https://images.globalindustrial.com/images/500x500/292852_04.jpg,https://images.globalindustrial.com/images/500x500/292852_05.jpg;815;Global Industrial;White;;in stock;Boost;1000+;[HVAC & Fans] {2};Standard;"&checkmark; Cools or heats a room up to 700 sq. ft.   &checkmark; 3-speed AC moves up to 250 CFM of air   &checkmark; Controllable via smartphone device for convenient operation    Provide cooling for residential apartments, hotel, rooms and other spaces with the Global Industrial Portable Air Conditioner with Heat. This handy unit can cool or heat rooms up to 700 ft for total climate control. It is compact in design and takes only a few minutes and five steps to install this portable air conditioner to a window to vent the warm air outside. The unit comes with quick-connecting accessories (exhaust host, window slider kit and connections) and easily connects to slider and double-hung windows. Control this Air Conditioner from anywhere with your smartphone  Apple IOS and Android compatible. Instructions to download the app and set your system up are listed in the user manual.    Available Modes: 24-Hour Timer Mode, Sleep Mode, Eco Mode, and Self Troubleshooting mode  Additional Features: Filter Cleaner Reminder and Auto Restart";Business & Industrial;707022369466;yes;https://www.globalindustrial.com/p/portable-air-conditioner-14-000-btu-cool-with-heat-115v;;292852;28.1875 in;"Cools or heats a room up to 700 sq. ft.,Controllable via smartphone device for convenient operation,3-speed AC moves up to 250 CFM of air,""Certifications-UL, cUL Listed"",Energy Efficiency Rating (EER)-9.7";;Air Conditioners > Portable Air Conditioners > HVAC & Fans;;17.625 in
